Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,066214,2020,10,27,20.5,1,Y
IDCJAC0010,066214,2020,10,28,20.0,1,Y
IDCJAC0010,066214,2020,10,29,22.6,1,Y
IDCJAC0010,066214,2020,10,30,24.7,1,Y
IDCJAC0010,066214,2020,10,31,25.4,1,Y
IDCJAC0010,066214,2020,11,01,19.7,1,Y
IDCJAC0010,066214,2020,11,02,22.2,1,Y
IDCJAC0010,066214,2020,11,03,23.9,1,Y
IDCJAC0010,066214,2020,11,04,24.7,1,Y
IDCJAC0010,066214,2020,11,05,15.6,1,Y
IDCJAC0010,066214,2020,11,06,21.6,1,Y
IDCJAC0010,066214,2020,11,07,20.7,1,Y
IDCJAC0010,066214,2020,11,08,21.1,1,Y
IDCJAC0010,066214,2020,11,09,22.6,1,Y
IDCJAC0010,066214,2020,11,10,23.3,1,Y
IDCJAC0010,066214,2020,11,11,25.4,1,Y
IDCJAC0010,066214,2020,11,12,28.6,1,Y
IDCJAC0010,066214,2020,11,13,30.4,1,Y
IDCJAC0010,066214,2020,11,14,26.7,1,Y
IDCJAC0010,066214,2020,11,15,25.7,1,Y
IDCJAC0010,066214,2020,11,16,36.5,1,Y
IDCJAC0010,066214,2020,11,17,25.0,1,Y
IDCJAC0010,066214,2020,11,18,25.4,1,Y
IDCJAC0010,066214,2020,11,19,26.7,1,Y
IDCJAC0010,066214,2020,11,20,27.8,1,Y
IDCJAC0010,066214,2020,11,21,25.6,1,Y
IDCJAC0010,066214,2020,11,22,25.6,1,Y
IDCJAC0010,066214,2020,11,23,25.5,1,Y
IDCJAC0010,066214,2020,11,24,24.6,1,Y
IDCJAC0010,066214,2020,11,25,25.0,1,Y
IDCJAC0010,066214,2020,11,26,28.3,1,Y
IDCJAC0010,066214,2020,11,27,27.1,1,Y
IDCJAC0010,066214,2020,11,28,40.8,1,Y
IDCJAC0010,066214,2020,11,29,40.5,1,Y
IDCJAC0010,066214,2020,11,30,27.3,1,Y
IDCJAC0010,066214,2020,12,01,28.4,1,Y
IDCJAC0010,066214,2020,12,02,24.0,1,Y
IDCJAC0010,066214,2020,12,03,23.0,1,Y
IDCJAC0010,066214,2020,12,04,30.0,1,Y
IDCJAC0010,066214,2020,12,05,25.1,1,Y
IDCJAC0010,066214,2020,12,06,30.7,1,Y
IDCJAC0010,066214,2020,12,07,30.8,1,Y
IDCJAC0010,066214,2020,12,08,24.5,1,Y
IDCJAC0010,066214,2020,12,09,26.7,1,Y
IDCJAC0010,066214,2020,12,10,27.3,1,Y
IDCJAC0010,066214,2020,12,11,23.9,1,Y
IDCJAC0010,066214,2020,12,12,25.1,1,Y
IDCJAC0010,066214,2020,12,13,27.5,1,Y
IDCJAC0010,066214,2020,12,14,24.8,1,Y
IDCJAC0010,066214,2020,12,15,24.8,1,Y
IDCJAC0010,066214,2020,12,16,27.7,1,Y
IDCJAC0010,066214,2020,12,17,30.5,1,Y
IDCJAC0010,066214,2020,12,18,30.3,1,Y
IDCJAC0010,066214,2020,12,19,19.6,1,Y
IDCJAC0010,066214,2020,12,20,23.7,1,Y
IDCJAC0010,066214,2020,12,21,24.5,1,Y
IDCJAC0010,066214,2020,12,22,27.6,1,Y
IDCJAC0010,066214,2020,12,23,26.3,1,Y
IDCJAC0010,066214,2020,12,24,26.9,1,Y
IDCJAC0010,066214,2020,12,25,21.9,1,Y
IDCJAC0010,066214,2020,12,26,25.8,1,Y
IDCJAC0010,066214,2020,12,27,27.4,1,Y
IDCJAC0010,066214,2020,12,28,30.3,1,Y
IDCJAC0010,066214,2020,12,29,20.8,1,Y
IDCJAC0010,066214,2020,12,30,24.0,1,Y
IDCJAC0010,066214,2020,12,31,24.5,1,Y
